,Id,No,Si,departamento,habilitados,nomarcados,nombre,nulos,total votos,validos
745,07324,181,461,BOYACA,1314,4,TUNUNGUA,9,655,642
746,07325,568,1161,BOYACA,5703,16,TURMEQUE,41,1786,1729
747,07328,1497,1536,BOYACA,7216,23,TUTA,57,3113,3033
748,07331,412,492,BOYACA,1841,16,TUTAZA,29,949,904
749,07334,1224,980,BOYACA,5815,30,UMBITA,47,2281,2204
750,07337,1689,1566,BOYACA,10912,18,VENTAQUEMADA,81,3354,3255
751,07340,452,343,BOYACA,2553,11,VIRACACHA,16,822,795
752,07346,473,910,BOYACA,3874,12,ZETAQUIRA,15,1410,1383
753,01004,2105,1296,ANTIOQUIA,15274,194,ABEJORRAL,52,3647,3401
754,01007,332,213,ANTIOQUIA,1938,14,ABRIAQUI,13,572,545
755,01010,696,966,ANTIOQUIA,4577,51,ALEJANDRIA,22,1735,1662
756,01013,4139,2084,ANTIOQUIA,22028,53,AMAGA,94,6370,6223
757,01016,2304,1310,ANTIOQUIA,16928,132,AMALFI,72,3818,3614
758,01019,5729,3193,ANTIOQUIA,34842,78,ANDES,93,9093,8922
759,01022,1004,553,ANTIOQUIA,5679,9,ANGELOPOLIS,23,1589,1557
760,01025,1089,705,ANTIOQUIA,9154,57,ANGOSTURA,84,1935,1794
761,01028,953,1764,ANTIOQUIA,11144,227,ANORI,40,2984,2717
762,01031,3300,2041,ANTIOQUIA,19732,52,ANTIOQUIA,102,5495,5341
763,01034,740,363,ANTIOQUIA,5715,31,ANZA,16,1150,1103
764,01035,12936,14195,ANTIOQUIA,89196,352,APARTADO,478,27961,27131
765,01037,1937,3691,ANTIOQUIA,21448,181,ARBOLETES,57,5866,5628
766,01039,1351,650,ANTIOQUIA,6627,41,ARGELIA,23,2065,2001
767,01040,676,301,ANTIOQUIA,4844,23,ARMENIA,26,1026,977
768,01043,8666,4200,ANTIOQUIA,38541,287,BARBOSA,277,13430,12866
769,01049,76122,43642,ANTIOQUIA,318411,509,BELLO,1577,121850,119764
770,01046,897,687,ANTIOQUIA,4807,16,BELMIRA,17,1617,1584
771,01052,1110,466,ANTIOQUIA,8372,11,BETANIA,22,1609,1576
772,01055,1919,1005,ANTIOQUIA,13377,50,BETULIA,49,3023,2924
773,01058,3875,1644,ANTIOQUIA,24029,57,BOLIVAR,60,5636,5519
774,01062,604,1367,ANTIOQUIA,6169,62,BRICEÑO,45,2078,1971
775,01061,890,474,ANTIOQUIA,6829,22,BURITICA,20,1406,1364
776,01064,1358,2506,ANTIOQUIA,19788,57,CACERES,83,4004,3864
777,01067,921,593,ANTIOQUIA,6091,43,CAICEDO,43,1600,1514
778,01070,16149,9292,ANTIOQUIA,60580,123,CALDAS,397,25961,25441
779,01073,604,619,ANTIOQUIA,6360,32,CAMPAMENTO,41,1296,1223
780,01076,2739,1911,ANTIOQUIA,13402,113,CAÑASGORDAS,121,4884,4650
781,01078,593,578,ANTIOQUIA,4856,16,CARACOLI,12,1199,1171
782,01079,790,568,ANTIOQUIA,5231,33,CARAMANTA,26,1417,1358
783,01080,6057,5327,ANTIOQUIA,41461,159,CAREPA,190,11733,11384
784,01085,641,464,ANTIOQUIA,4081,22,CAROLINA,23,1150,1105
785,01088,11495,8801,ANTIOQUIA,66133,247,CAUCASIA,368,20911,20296
786,01106,5745,6322,ANTIOQUIA,44791,138,CHIGORODO,187,12392,12067
787,01091,1837,1084,ANTIOQUIA,11434,33,CISNEROS,63,3017,2921
788,01094,3006,1647,ANTIOQUIA,12965,130,COCORNA,81,4864,4653
789,01097,931,572,ANTIOQUIA,4409,23,CONCEPCION,27,1553,1503
790,01100,2081,998,ANTIOQUIA,16027,55,CONCORDIA,50,3184,3079
791,01103,15052,9535,ANTIOQUIA,62062,323,COPACABANA,369,25279,24587
792,01109,1622,2971,ANTIOQUIA,16986,166,DABEIBA,99,4858,4593
793,01115,1788,967,ANTIOQUIA,11421,59,EBEJICO,32,2846,2755
794,01118,1766,868,ANTIOQUIA,7957,16,ENTRERRIOS,30,2680,2634
795,01121,67255,37800,ANTIOQUIA,232003,872,ENVIGADO,1061,106988,105055
796,01124,3064,1703,ANTIOQUIA,18196,27,FREDONIA,64,4858,4767
797,01127,1744,2148,ANTIOQUIA,16785,68,FRONTINO,78,4038,3892
798,01130,557,666,ANTIOQUIA,3946,11,GIRALDO,17,1251,1223
799,01133,10680,6088,ANTIOQUIA,47612,90,GIRARDOTA,277,17135,16768
800,01139,2120,1382,ANTIOQUIA,10270,75,GRANADA,53,3630,3502
801,01140,587,714,ANTIOQUIA,5656,40,GUADALUPE,47,1388,1301
802,01142,10604,3870,ANTIOQUIA,31687,116,GUARNE,214,14804,14474
803,01145,1966,1232,ANTIOQUIA,6523,26,GUATAPE,37,3261,3198
804,01148,795,632,ANTIOQUIA,6157,36,HELICONIA,29,1492,1427
805,01150,654,459,ANTIOQUIA,5219,18,HISPANIA,11,1142,1113
806,01151,59627,35166,ANTIOQUIA,245703,426,ITAGUI,1344,96563,94793
807,01154,1196,2706,ANTIOQUIA,17406,139,ITUANGO,116,4157,3902
808,01157,2884,1620,ANTIOQUIA,12094,46,JARDIN,44,4594,4504
809,01160,2341,957,ANTIOQUIA,11023,36,JERICO,39,3373,3298
810,01172,1674,933,ANTIOQUIA,9204,56,LIBORINA,40,2703,2607
811,01175,1065,777,ANTIOQUIA,7467,31,MACEO,26,1899,1842
812,01178,11993,5481,ANTIOQUIA,38176,103,MARINILLA,190,17767,17474
813,01001,431173,253548,ANTIOQUIA,1508418,3309,MEDELLIN,6754,694784,684721
814,01181,776,953,ANTIOQUIA,6043,63,MONTEBELLO,35,1827,1729
815,01184,44,1073,ANTIOQUIA,2724,19,MURINDO,14,1150,1117
816,01187,1016,1846,ANTIOQUIA,13626,119,MUTATA,49,3030,2862
817,01190,1626,786,ANTIOQUIA,9015,70,NARIÑO,31,2513,2412
818,01191,1799,1937,ANTIOQUIA,18186,41,NECHI,57,3834,3736
819,01192,2860,4359,ANTIOQUIA,32486,101,NECOCLI,155,7475,7219
820,01193,449,273,ANTIOQUIA,2719,11,OLAYA,7,740,722
821,01196,3265,2032,ANTIOQUIA,15806,63,PEÑOL,55,5415,5297
822,01199,608,1632,ANTIOQUIA,6089,48,PEQUE,43,2331,2240
823,01202,1138,593,ANTIOQUIA,7113,32,PUEBLORRICO,24,1787,1731
824,01208,2229,1186,ANTIOQUIA,17020,38,REMEDIOS,126,3579,3415
825,01211,4703,2145,ANTIOQUIA,15100,45,RETIRO,58,6951,6848
826,01214,32596,14361,ANTIOQUIA,94806,197,RIONEGRO,637,47791,46957
827,01217,1501,778,ANTIOQUIA,7052,44,SABANALARGA,41,2364,2279
828,01218,16903,9955,ANTIOQUIA,59616,39,SABANETA,285,27182,26858
829,01220,1621,782,ANTIOQUIA,13483,47,SALGAR,24,2474,2403
830,01256,9020,3329,ANTIOQUIA,26217,122,SANTUARIO,150,12621,12349
831,01259,3073,1516,ANTIOQUIA,26169,27,SEGOVIA,68,4684,4589
832,01262,6550,2319,ANTIOQUIA,27198,158,SONSON,266,9293,8869
833,01265,2266,1875,ANTIOQUIA,12063,58,SOPETRAN,60,4259,4141
834,01268,2889,1579,ANTIOQUIA,14473,59,TAMESIS,52,4579,4468
835,01270,2311,3477,ANTIOQUIA,26186,90,TARAZA,110,5988,5788
836,01271,691,503,ANTIOQUIA,5883,22,TARSO,14,1230,1194
837,01274,1362,742,ANTIOQUIA,8726,37,TITIRIBI,39,2180,2104
838,01277,507,798,ANTIOQUIA,4383,61,TOLEDO,63,1429,1305
839,01280,8887,11378,ANTIOQUIA,84866,277,TURBO,371,20913,20265
840,01282,813,951,ANTIOQUIA,6351,24,URAMITA,37,1825,1764
841,01283,2959,2644,ANTIOQUIA,22361,123,URRAO,138,5864,5603
842,01286,1069,1072,ANTIOQUIA,12054,63,VALDIVIA,57,2261,2141
843,01289,893,597,ANTIOQUIA,5665,22,VALPARAISO,22,1534,1490
844,01290,1268,503,ANTIOQUIA,10165,44,VEGACHI,22,1837,1771
845,01292,1767,1097,ANTIOQUIA,10977,26,VENECIA,26,2916,2864
846,01293,692,437,ANTIOQUIA,6006,25,YALI,6,1160,1129
847,01295,6091,2941,ANTIOQUIA,33092,264,YARUMAL,187,9483,9032
848,01298,2055,1344,ANTIOQUIA,15878,56,YOLOMBO,57,3512,3399
849,01301,1726,1672,ANTIOQUIA,18939,59,ZARAGOZA,88,3545,3398
