,index,Id,municipio,departamento,Si,No,validos,nulos,nomarcados,total votos,habilitados,TIPO DE VICTIMA,TOTAL
0,71,60001,LETICIA,AMAZONAS,4403,4463,8866,84,40,8990,34592,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,91
1,73,60022,TARAPACA,AMAZONAS,265,68,333,4,7,344,1304,Víctimas de conflicto armado,16
2,72,60001,LETICIA,AMAZONAS,4403,4463,8866,84,40,8990,34592,Víctimas de conflicto armado,2376
3,1290,01202,PUEBLORRICO,ANTIOQUIA,593,1138,1731,24,32,1787,7113,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,19
4,1253,01148,HELICONIA,ANTIOQUIA,632,795,1427,29,36,1492,6157,Víctimas de conflicto armado,1167
5,1252,01148,HELICONIA,ANTIOQUIA,632,795,1427,29,36,1492,6157,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,65
6,1251,01145,GUATAPE,ANTIOQUIA,1232,1966,3198,37,26,3261,6523,Víctimas de conflicto armado,2473
7,1250,01145,GUATAPE,ANTIOQUIA,1232,1966,3198,37,26,3261,6523,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76
8,1249,01142,GUARNE,ANTIOQUIA,3870,10604,14474,214,116,14804,31687,Víctimas de conflicto armado,3348
9,1248,01142,GUARNE,ANTIOQUIA,3870,10604,14474,214,116,14804,31687,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,223
10,1247,01140,GUADALUPE,ANTIOQUIA,714,587,1301,47,40,1388,5656,Víctimas de conflicto armado,591
11,1246,01140,GUADALUPE,ANTIOQUIA,714,587,1301,47,40,1388,5656,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,29
12,1245,01139,GRANADA,ANTIOQUIA,1382,2120,3502,53,75,3630,10270,Víctimas de conflicto armado,21119
13,1244,01139,GRANADA,ANTIOQUIA,1382,2120,3502,53,75,3630,10270,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,95
14,1243,01133,GIRARDOTA,ANTIOQUIA,6088,10680,16768,277,90,17135,47612,Víctimas de conflicto armado,2149
15,1242,01133,GIRARDOTA,ANTIOQUIA,6088,10680,16768,277,90,17135,47612,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,233
16,1241,01130,GIRALDO,ANTIOQUIA,666,557,1223,17,11,1251,3946,Víctimas de conflicto armado,612
17,1240,01130,GIRALDO,ANTIOQUIA,666,557,1223,17,11,1251,3946,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,40
18,1254,01150,HISPANIA,ANTIOQUIA,459,654,1113,11,18,1142,5219,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
19,1239,01127,FRONTINO,ANTIOQUIA,2148,1744,3892,78,68,4038,16785,Víctimas de conflicto armado,11675
20,1237,01124,FREDONIA,ANTIOQUIA,1703,3064,4767,64,27,4858,18196,Víctimas de conflicto armado,907
21,1236,01124,FREDONIA,ANTIOQUIA,1703,3064,4767,64,27,4858,18196,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,52
22,1235,01121,ENVIGADO,ANTIOQUIA,37800,67255,105055,1061,872,106988,232003,Víctimas de conflicto armado,4996
23,1234,01121,ENVIGADO,ANTIOQUIA,37800,67255,105055,1061,872,106988,232003,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,412
24,1233,01118,ENTRERRIOS,ANTIOQUIA,868,1766,2634,30,16,2680,7957,Víctimas de conflicto armado,293
25,1232,01118,ENTRERRIOS,ANTIOQUIA,868,1766,2634,30,16,2680,7957,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,21
26,1231,01115,EBEJICO,ANTIOQUIA,967,1788,2755,32,59,2846,11421,Víctimas de conflicto armado,233
27,1230,01115,EBEJICO,ANTIOQUIA,967,1788,2755,32,59,2846,11421,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
28,1229,01109,DABEIBA,ANTIOQUIA,2971,1622,4593,99,166,4858,16986,Víctimas de conflicto armado,17489
29,1228,01109,DABEIBA,ANTIOQUIA,2971,1622,4593,99,166,4858,16986,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,161
30,1227,01103,COPACABANA,ANTIOQUIA,9535,15052,24587,369,323,25279,62062,Víctimas de conflicto armado,3904
31,1226,01103,COPACABANA,ANTIOQUIA,9535,15052,24587,369,323,25279,62062,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,455
32,1225,01100,CONCORDIA,ANTIOQUIA,998,2081,3079,50,55,3184,16027,Víctimas de conflicto armado,2423
33,1224,01100,CONCORDIA,ANTIOQUIA,998,2081,3079,50,55,3184,16027,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,49
34,1238,01127,FRONTINO,ANTIOQUIA,2148,1744,3892,78,68,4038,16785,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,109
35,1255,01150,HISPANIA,ANTIOQUIA,459,654,1113,11,18,1142,5219,Víctimas de conflicto armado,400
36,1256,01151,ITAGUI,ANTIOQUIA,35166,59627,94793,1344,426,96563,245703,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1500
37,1292,01208,REMEDIOS,ANTIOQUIA,1186,2229,3415,126,38,3579,17020,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,333
38,1289,01199,PEQUE,ANTIOQUIA,1632,608,2240,43,48,2331,6089,Víctimas de conflicto armado,10475
39,1288,01199,PEQUE,ANTIOQUIA,1632,608,2240,43,48,2331,6089,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
40,1287,01196,PEÑOL,ANTIOQUIA,2032,3265,5297,55,63,5415,15806,Víctimas de conflicto armado,4626
41,1286,01196,PEÑOL,ANTIOQUIA,2032,3265,5297,55,63,5415,15806,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,76
42,1285,01193,OLAYA,ANTIOQUIA,273,449,722,7,11,740,2719,Víctimas de conflicto armado,430
43,1284,01193,OLAYA,ANTIOQUIA,273,449,722,7,11,740,2719,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
44,1283,01192,NECOCLI,ANTIOQUIA,4359,2860,7219,155,101,7475,32486,Víctimas de conflicto armado,34232
45,1282,01192,NECOCLI,ANTIOQUIA,4359,2860,7219,155,101,7475,32486,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,271
46,1281,01191,NECHI,ANTIOQUIA,1937,1799,3736,57,41,3834,18186,Víctimas de conflicto armado,7025
47,1280,01191,NECHI,ANTIOQUIA,1937,1799,3736,57,41,3834,18186,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,864
48,1278,01190,NARIÑO,ANTIOQUIA,786,1626,2412,31,70,2513,9015,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,85
49,1277,01187,MUTATA,ANTIOQUIA,1846,1016,2862,49,119,3030,13626,Víctimas de conflicto armado,26205
50,1276,01187,MUTATA,ANTIOQUIA,1846,1016,2862,49,119,3030,13626,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,166
51,1275,01184,MURINDO,ANTIOQUIA,1073,44,1117,14,19,1150,2724,Víctimas de conflicto armado,5076
52,1274,01184,MURINDO,ANTIOQUIA,1073,44,1117,14,19,1150,2724,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,13
53,1273,01181,MONTEBELLO,ANTIOQUIA,953,776,1729,35,63,1827,6043,Víctimas de conflicto armado,2249
54,1272,01181,MONTEBELLO,ANTIOQUIA,953,776,1729,35,63,1827,6043,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
55,1258,01154,ITUANGO,ANTIOQUIA,2706,1196,3902,116,139,4157,17406,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,85
56,1259,01154,ITUANGO,ANTIOQUIA,2706,1196,3902,116,139,4157,17406,Víctimas de conflicto armado,17591
57,1260,01157,JARDIN,ANTIOQUIA,1620,2884,4504,44,46,4594,12094,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,24
58,1261,01157,JARDIN,ANTIOQUIA,1620,2884,4504,44,46,4594,12094,Víctimas de conflicto armado,922
59,1262,01160,JERICO,ANTIOQUIA,957,2341,3298,39,36,3373,11023,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,32
60,1263,01160,JERICO,ANTIOQUIA,957,2341,3298,39,36,3373,11023,Víctimas de conflicto armado,437
61,1291,01202,PUEBLORRICO,ANTIOQUIA,593,1138,1731,24,32,1787,7113,Víctimas de conflicto armado,440
62,1264,01172,LIBORINA,ANTIOQUIA,933,1674,2607,40,56,2703,9204,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,72
63,1266,01175,MACEO,ANTIOQUIA,777,1065,1842,26,31,1899,7467,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,87
64,1267,01175,MACEO,ANTIOQUIA,777,1065,1842,26,31,1899,7467,Víctimas de conflicto armado,2436
65,1268,01178,MARINILLA,ANTIOQUIA,5481,11993,17474,190,103,17767,38176,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,336
66,1269,01178,MARINILLA,ANTIOQUIA,5481,11993,17474,190,103,17767,38176,Víctimas de conflicto armado,10224
67,1270,01001,MEDELLIN,ANTIOQUIA,253548,431173,684721,6754,3309,694784,1508418,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,38074
68,1271,01001,MEDELLIN,ANTIOQUIA,253548,431173,684721,6754,3309,694784,1508418,Víctimas de conflicto armado,587456
69,1265,01172,LIBORINA,ANTIOQUIA,933,1674,2607,40,56,2703,9204,Víctimas de conflicto armado,4463
70,1257,01151,ITAGUI,ANTIOQUIA,35166,59627,94793,1344,426,96563,245703,Víctimas de conflicto armado,15662
71,1341,01301,ZARAGOZA,ANTIOQUIA,1672,1726,3398,88,59,3545,18939,Víctimas de conflicto armado,5606
72,1223,01097,CONCEPCION,ANTIOQUIA,572,931,1503,27,23,1553,4409,Víctimas de conflicto armado,1956
73,1172,01034,ANZA,ANTIOQUIA,363,740,1103,16,31,1150,5715,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,31
74,1173,01034,ANZA,ANTIOQUIA,363,740,1103,16,31,1150,5715,Víctimas de conflicto armado,3507
75,1174,01035,APARTADO,ANTIOQUIA,14195,12936,27131,478,352,27961,89196,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,2081
76,1175,01035,APARTADO,ANTIOQUIA,14195,12936,27131,478,352,27961,89196,Víctimas de conflicto armado,117190
77,1176,01037,ARBOLETES,ANTIOQUIA,3691,1937,5628,57,181,5866,21448,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,235
78,1177,01037,ARBOLETES,ANTIOQUIA,3691,1937,5628,57,181,5866,21448,Víctimas de conflicto armado,20625
79,1171,01028,ANORI,ANTIOQUIA,1764,953,2717,40,227,2984,11144,Víctimas de conflicto armado,7157
80,1178,01039,ARGELIA,ANTIOQUIA,650,1351,2001,23,41,2065,6627,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,24
81,1180,01040,ARMENIA,ANTIOQUIA,301,676,977,26,23,1026,4844,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,35
82,1181,01040,ARMENIA,ANTIOQUIA,301,676,977,26,23,1026,4844,Víctimas de conflicto armado,267
83,1182,01043,BARBOSA,ANTIOQUIA,4200,8666,12866,277,287,13430,38541,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,256
84,1183,01043,BARBOSA,ANTIOQUIA,4200,8666,12866,277,287,13430,38541,Víctimas de conflicto armado,4765
85,1184,01049,BELLO,ANTIOQUIA,43642,76122,119764,1577,509,121850,318411,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,4438
86,1185,01049,BELLO,ANTIOQUIA,43642,76122,119764,1577,509,121850,318411,Víctimas de conflicto armado,41363
87,1179,01039,ARGELIA,ANTIOQUIA,650,1351,2001,23,41,2065,6627,Víctimas de conflicto armado,13923
88,1186,01046,BELMIRA,ANTIOQUIA,687,897,1584,17,16,1617,4807,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,14
89,1170,01028,ANORI,ANTIOQUIA,1764,953,2717,40,227,2984,11144,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,57
90,1168,01025,ANGOSTURA,ANTIOQUIA,705,1089,1794,84,57,1935,9154,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,70
91,1154,01004,ABEJORRAL,ANTIOQUIA,1296,2105,3401,52,194,3647,15274,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
92,1155,01004,ABEJORRAL,ANTIOQUIA,1296,2105,3401,52,194,3647,15274,Víctimas de conflicto armado,4503
93,1156,01007,ABRIAQUI,ANTIOQUIA,213,332,545,13,14,572,1938,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,10
94,1157,01007,ABRIAQUI,ANTIOQUIA,213,332,545,13,14,572,1938,Víctimas de conflicto armado,1444
95,1158,01010,ALEJANDRIA,ANTIOQUIA,966,696,1662,22,51,1735,4577,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,67
96,1159,01010,ALEJANDRIA,ANTIOQUIA,966,696,1662,22,51,1735,4577,Víctimas de conflicto armado,5052
97,1169,01025,ANGOSTURA,ANTIOQUIA,705,1089,1794,84,57,1935,9154,Víctimas de conflicto armado,2652
98,1160,01013,AMAGA,ANTIOQUIA,2084,4139,6223,94,53,6370,22028,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,80
99,1162,01016,AMALFI,ANTIOQUIA,1310,2304,3614,72,132,3818,16928,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,171
100,1163,01016,AMALFI,ANTIOQUIA,1310,2304,3614,72,132,3818,16928,Víctimas de conflicto armado,5004
101,1164,01019,ANDES,ANTIOQUIA,3193,5729,8922,93,78,9093,34842,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,259
102,1165,01019,ANDES,ANTIOQUIA,3193,5729,8922,93,78,9093,34842,Víctimas de conflicto armado,3408
103,1166,01022,ANGELOPOLIS,ANTIOQUIA,553,1004,1557,23,9,1589,5679,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,20
104,1167,01022,ANGELOPOLIS,ANTIOQUIA,553,1004,1557,23,9,1589,5679,Víctimas de conflicto armado,1256
105,1161,01013,AMAGA,ANTIOQUIA,2084,4139,6223,94,53,6370,22028,Víctimas de conflicto armado,1508
106,1187,01046,BELMIRA,ANTIOQUIA,687,897,1584,17,16,1617,4807,Víctimas de conflicto armado,442
107,1188,01052,BETANIA,ANTIOQUIA,466,1110,1576,22,11,1609,8372,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,36
108,1189,01052,BETANIA,ANTIOQUIA,466,1110,1576,22,11,1609,8372,Víctimas de conflicto armado,1710
109,1209,01079,CARAMANTA,ANTIOQUIA,568,790,1358,26,33,1417,5231,Víctimas de conflicto armado,420
110,1210,01080,CAREPA,ANTIOQUIA,5327,6057,11384,190,159,11733,41461,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,723
111,1211,01080,CAREPA,ANTIOQUIA,5327,6057,11384,190,159,11733,41461,Víctimas de conflicto armado,33589
112,1212,01085,CAROLINA,ANTIOQUIA,464,641,1105,23,22,1150,4081,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,13
113,1213,01085,CAROLINA,ANTIOQUIA,464,641,1105,23,22,1150,4081,Víctimas de conflicto armado,435
114,1214,01088,CAUCASIA,ANTIOQUIA,8801,11495,20296,368,247,20911,66133,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3368
115,1208,01079,CARAMANTA,ANTIOQUIA,568,790,1358,26,33,1417,5231,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,19
116,1215,01088,CAUCASIA,ANTIOQUIA,8801,11495,20296,368,247,20911,66133,Víctimas de conflicto armado,17832
117,1217,01106,CHIGORODO,ANTIOQUIA,6322,5745,12067,187,138,12392,44791,Víctimas de conflicto armado,43955
118,1218,01091,CISNEROS,ANTIOQUIA,1084,1837,2921,63,33,3017,11434,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,109
119,1219,01091,CISNEROS,ANTIOQUIA,1084,1837,2921,63,33,3017,11434,Víctimas de conflicto armado,1587
120,1220,01094,COCORNA,ANTIOQUIA,1647,3006,4653,81,130,4864,12965,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,198
121,1221,01094,COCORNA,ANTIOQUIA,1647,3006,4653,81,130,4864,12965,Víctimas de conflicto armado,18999
122,1222,01097,CONCEPCION,ANTIOQUIA,572,931,1503,27,23,1553,4409,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
123,1216,01106,CHIGORODO,ANTIOQUIA,6322,5745,12067,187,138,12392,44791,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1197
124,1207,01078,CARACOLI,ANTIOQUIA,578,593,1171,12,16,1199,4856,Víctimas de conflicto armado,626
125,1206,01078,CARACOLI,ANTIOQUIA,578,593,1171,12,16,1199,4856,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,17
126,1205,01076,CAÑASGORDAS,ANTIOQUIA,1911,2739,4650,121,113,4884,13402,Víctimas de conflicto armado,3756
127,1190,01055,BETULIA,ANTIOQUIA,1005,1919,2924,49,50,3023,13377,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,69
128,1191,01055,BETULIA,ANTIOQUIA,1005,1919,2924,49,50,3023,13377,Víctimas de conflicto armado,13386
129,1192,01062,BRICEÑO,ANTIOQUIA,1367,604,1971,45,62,2078,6169,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,61
130,1193,01062,BRICEÑO,ANTIOQUIA,1367,604,1971,45,62,2078,6169,Víctimas de conflicto armado,2557
131,1194,01061,BURITICA,ANTIOQUIA,474,890,1364,20,22,1406,6829,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,14
132,1195,01061,BURITICA,ANTIOQUIA,474,890,1364,20,22,1406,6829,Víctimas de conflicto armado,4182
133,1196,01064,CACERES,ANTIOQUIA,2506,1358,3864,83,57,4004,19788,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,841
134,1197,01064,CACERES,ANTIOQUIA,2506,1358,3864,83,57,4004,19788,Víctimas de conflicto armado,7527
135,1198,01067,CAICEDO,ANTIOQUIA,593,921,1514,43,43,1600,6091,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,19
136,1199,01067,CAICEDO,ANTIOQUIA,593,921,1514,43,43,1600,6091,Víctimas de conflicto armado,891
137,1200,01070,CALDAS,ANTIOQUIA,9292,16149,25441,397,123,25961,60580,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,209
138,1201,01070,CALDAS,ANTIOQUIA,9292,16149,25441,397,123,25961,60580,Víctimas de conflicto armado,3495
139,1202,01073,CAMPAMENTO,ANTIOQUIA,619,604,1223,41,32,1296,6360,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,41
140,1203,01073,CAMPAMENTO,ANTIOQUIA,619,604,1223,41,32,1296,6360,Víctimas de conflicto armado,1857
141,1204,01076,CAÑASGORDAS,ANTIOQUIA,1911,2739,4650,121,113,4884,13402,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,137
142,1293,01208,REMEDIOS,ANTIOQUIA,1186,2229,3415,126,38,3579,17020,Víctimas de conflicto armado,5061
143,1294,01211,RETIRO,ANTIOQUIA,2145,4703,6848,58,45,6951,15100,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,30
144,1279,01190,NARIÑO,ANTIOQUIA,786,1626,2412,31,70,2513,9015,Víctimas de conflicto armado,9456
145,1296,01214,RIONEGRO,ANTIOQUIA,14361,32596,46957,637,197,47791,94806,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,428
146,1315,01271,TARSO,ANTIOQUIA,503,691,1194,14,22,1230,5883,Víctimas de conflicto armado,278
147,1316,01274,TITIRIBI,ANTIOQUIA,742,1362,2104,39,37,2180,8726,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,24
148,1317,01274,TITIRIBI,ANTIOQUIA,742,1362,2104,39,37,2180,8726,Víctimas de conflicto armado,539
149,1318,01277,TOLEDO,ANTIOQUIA,798,507,1305,63,61,1429,4383,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
150,1319,01277,TOLEDO,ANTIOQUIA,798,507,1305,63,61,1429,4383,Víctimas de conflicto armado,2188
151,1295,01211,RETIRO,ANTIOQUIA,2145,4703,6848,58,45,6951,15100,Víctimas de conflicto armado,2154
152,1321,01280,TURBO,ANTIOQUIA,11378,8887,20265,371,277,20913,84866,Víctimas de conflicto armado,83560
153,1322,01282,URAMITA,ANTIOQUIA,951,813,1764,37,24,1825,6351,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,157
154,1323,01282,URAMITA,ANTIOQUIA,951,813,1764,37,24,1825,6351,Víctimas de conflicto armado,5073
155,1324,01283,URRAO,ANTIOQUIA,2644,2959,5603,138,123,5864,22361,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,291
156,1325,01283,URRAO,ANTIOQUIA,2644,2959,5603,138,123,5864,22361,Víctimas de conflicto armado,28213
157,1326,01286,VALDIVIA,ANTIOQUIA,1072,1069,2141,57,63,2261,12054,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,200
158,1314,01271,TARSO,ANTIOQUIA,503,691,1194,14,22,1230,5883,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,17
159,1327,01286,VALDIVIA,ANTIOQUIA,1072,1069,2141,57,63,2261,12054,Víctimas de conflicto armado,4674
160,1329,01289,VALPARAISO,ANTIOQUIA,597,893,1490,22,22,1534,5665,Víctimas de conflicto armado,484
161,1330,01290,VEGACHI,ANTIOQUIA,503,1268,1771,22,44,1837,10165,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,212
162,1331,01290,VEGACHI,ANTIOQUIA,503,1268,1771,22,44,1837,10165,Víctimas de conflicto armado,2559
163,1332,01292,VENECIA,ANTIOQUIA,1097,1767,2864,26,26,2916,10977,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,35
164,1333,01292,VENECIA,ANTIOQUIA,1097,1767,2864,26,26,2916,10977,Víctimas de conflicto armado,755
165,1334,01293,YALI,ANTIOQUIA,437,692,1129,6,25,1160,6006,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
166,1340,01301,ZARAGOZA,ANTIOQUIA,1672,1726,3398,88,59,3545,18939,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,593
167,1335,01293,YALI,ANTIOQUIA,437,692,1129,6,25,1160,6006,Víctimas de conflicto armado,688
168,1336,01295,YARUMAL,ANTIOQUIA,2941,6091,9032,187,264,9483,33092,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,535
169,1337,01295,YARUMAL,ANTIOQUIA,2941,6091,9032,187,264,9483,33092,Víctimas de conflicto armado,8743
170,1338,01298,YOLOMBO,ANTIOQUIA,1344,2055,3399,57,56,3512,15878,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,156
171,1339,01298,YOLOMBO,ANTIOQUIA,1344,2055,3399,57,56,3512,15878,Víctimas de conflicto armado,4039
172,1328,01289,VALPARAISO,ANTIOQUIA,597,893,1490,22,22,1534,5665,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,21
173,1313,01270,TARAZA,ANTIOQUIA,3477,2311,5788,110,90,5988,26186,Víctimas de conflicto armado,15227
174,1320,01280,TURBO,ANTIOQUIA,11378,8887,20265,371,277,20913,84866,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1680
175,1306,01262,SONSON,ANTIOQUIA,2319,6550,8869,266,158,9293,27198,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,87
176,1305,01259,SEGOVIA,ANTIOQUIA,1516,3073,4589,68,27,4684,26169,Víctimas de conflicto armado,4199
177,1307,01262,SONSON,ANTIOQUIA,2319,6550,8869,266,158,9293,27198,Víctimas de conflicto armado,14186
178,1308,01265,SOPETRAN,ANTIOQUIA,1875,2266,4141,60,58,4259,12063,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,21
179,1309,01265,SOPETRAN,ANTIOQUIA,1875,2266,4141,60,58,4259,12063,Víctimas de conflicto armado,1009
180,1310,01268,TAMESIS,ANTIOQUIA,1579,2889,4468,52,59,4579,14473,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,31
181,1311,01268,TAMESIS,ANTIOQUIA,1579,2889,4468,52,59,4579,14473,Víctimas de conflicto armado,808
182,1302,01220,SALGAR,ANTIOQUIA,782,1621,2403,24,47,2474,13483,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,73
183,1301,01218,SABANETA,ANTIOQUIA,9955,16903,26858,285,39,27182,59616,Víctimas de conflicto armado,2321
184,1300,01218,SABANETA,ANTIOQUIA,9955,16903,26858,285,39,27182,59616,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,257
185,1299,01217,SABANALARGA,ANTIOQUIA,778,1501,2279,41,44,2364,7052,Víctimas de conflicto armado,4705
186,1298,01217,SABANALARGA,ANTIOQUIA,778,1501,2279,41,44,2364,7052,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,110
187,1297,01214,RIONEGRO,ANTIOQUIA,14361,32596,46957,637,197,47791,94806,Víctimas de conflicto armado,14518
188,1304,01259,SEGOVIA,ANTIOQUIA,1516,3073,4589,68,27,4684,26169,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,212
189,1303,01220,SALGAR,ANTIOQUIA,782,1621,2403,24,47,2474,13483,Víctimas de conflicto armado,3755
190,1312,01270,TARAZA,ANTIOQUIA,3477,2311,5788,110,90,5988,26186,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,526
191,652,40001,ARAUCA,ARAUCA,8159,15191,23350,447,139,23936,67929,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,531
192,653,40001,ARAUCA,ARAUCA,8159,15191,23350,447,139,23936,67929,Víctimas de conflicto armado,38991
193,655,40010,ARAUQUITA,ARAUCA,7440,2289,9729,234,150,10113,27274,Víctimas de conflicto armado,9270
194,656,40017,FORTUL,ARAUCA,2338,1063,3401,187,58,3646,10912,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,105
195,657,40017,FORTUL,ARAUCA,2338,1063,3401,187,58,3646,10912,Víctimas de conflicto armado,6273
196,658,40025,SARAVENA,ARAUCA,4457,5168,9625,335,131,10091,31702,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,118
197,659,40025,SARAVENA,ARAUCA,4457,5168,9625,335,131,10091,31702,Víctimas de conflicto armado,15277
198,660,40005,TAME,ARAUCA,5407,5267,10674,263,131,11068,31607,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,220
199,661,40005,TAME,ARAUCA,5407,5267,10674,263,131,11068,31607,Víctimas de conflicto armado,23576
200,654,40010,ARAUQUITA,ARAUCA,7440,2289,9729,234,150,10113,27274,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,309
201,118,03046,SABANALARGA,ATLANTICO,12851,4663,17514,142,421,18077,64908,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,87
202,98,03001,BARRANQUILLA,ATLANTICO,146039,108178,254217,1111,1047,256375,1029268,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3291
203,99,03001,BARRANQUILLA,ATLANTICO,146039,108178,254217,1111,1047,256375,1029268,Víctimas de conflicto armado,139221
204,97,03004,BARANOA,ATLANTICO,8936,3416,12352,58,139,12549,45824,Víctimas de conflicto armado,1804
205,96,03004,BARANOA,ATLANTICO,8936,3416,12352,58,139,12549,45824,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,97
206,116,03043,SABANAGRANDE,ATLANTICO,3251,1835,5086,29,17,5132,22784,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,189
207,117,03043,SABANAGRANDE,ATLANTICO,3251,1835,5086,29,17,5132,22784,Víctimas de conflicto armado,4165
